Category,Years_Experience,Cluster,Experience_Level,Senior_Keywords,Entry_Keywords,Leadership_Keywords
Java Developer,6.584500015734788,1,Entry-Level,1,0,1
Java Developer,3.342346432795657,1,Entry-Level,0,0,1
Java Developer,2.236551600622944,1,Entry-Level,0,1,1
Java Developer,3.275222458305957,1,Entry-Level,0,0,1
Java Developer,2.4376572015665996,1,Entry-Level,0,1,0
Java Developer,2.4376572015665996,1,Entry-Level,0,1,0
Java Developer,3.9969006656352617,1,Entry-Level,0,0,0
Java Developer,2.2643023146729417,1,Entry-Level,0,0,0
Java Developer,13.086595069450563,2,Senior-Level,2,0,1
Java Developer,2.1805893689816083,1,Entry-Level,1,2,0
Java Developer,7.815050329006963,1,Entry-Level,1,0,2
Java Developer,2.0,1,Entry-Level,0,0,1
Business Analyst,7.30459585382965,1,Entry-Level,1,1,1
Business Analyst,3.4633128304311036,1,Entry-Level,0,0,0
Business Analyst,4.931606536109346,0,Mid-Level,2,3,1
Business Analyst,11.017570715290894,0,Mid-Level,5,2,1
Business Analyst,1.2359882843309111,1,Entry-Level,0,2,1
Business Analyst,10.062655018809767,2,Senior-Level,3,0,0
Business Analyst,4.931606536109346,0,Mid-Level,2,3,1
Business Analyst,11.017570715290894,0,Mid-Level,5,2,1
Business Analyst,1.2359882843309111,1,Entry-Level,0,2,1
Business Analyst,10.062655018809767,2,Senior-Level,3,0,0
Business Analyst,4.931606536109346,0,Mid-Level,2,3,1
Business Analyst,11.017570715290894,0,Mid-Level,5,2,1
Business Analyst,1.2359882843309111,1,Entry-Level,0,2,1
Business Analyst,10.062655018809767,2,Senior-Level,3,0,0
Business Analyst,7.30459585382965,1,Entry-Level,1,1,1
Business Analyst,3.4633128304311036,1,Entry-Level,0,0,0
Business Analyst,4.931606536109346,0,Mid-Level,2,3,1
Business Analyst,11.017570715290894,0,Mid-Level,5,2,1
Business Analyst,1.2359882843309111,1,Entry-Level,0,2,1
Business Analyst,10.062655018809767,2,Senior-Level,3,0,0
Business Analyst,4.931606536109346,0,Mid-Level,2,3,1
Business Analyst,11.017570715290894,0,Mid-Level,5,2,1
Business Analyst,1.2359882843309111,1,Entry-Level,0,2,1
Business Analyst,10.062655018809767,2,Senior-Level,3,0,0
Business Analyst,4.931606536109346,0,Mid-Level,2,3,1
Business Analyst,11.017570715290894,0,Mid-Level,5,2,1
Business Analyst,1.2359882843309111,1,Entry-Level,0,2,1
Business Analyst,10.062655018809767,2,Senior-Level,3,0,0
SAP Developer,5.574155532373773,1,Entry-Level,1,1,1
SAP Developer,7.660078116466818,1,Entry-Level,0,0,1
SAP Developer,6.689905850295865,1,Entry-Level,1,0,1
SAP Developer,3.6444153065871836,1,Entry-Level,1,0,0
SAP Developer,2.761071951346859,1,Entry-Level,0,0,0
SAP Developer,11.194938656081415,2,Senior-Level,3,0,3
SAP Developer,5.574155532373773,1,Entry-Level,1,1,1
SAP Developer,7.660078116466818,1,Entry-Level,0,0,1
SAP Developer,6.689905850295865,1,Entry-Level,1,0,1
SAP Developer,3.6444153065871836,1,Entry-Level,1,0,0
SAP Developer,2.761071951346859,1,Entry-Level,0,0,0
SAP Developer,11.194938656081415,2,Senior-Level,3,0,3
SAP Developer,5.574155532373773,1,Entry-Level,1,1,1
SAP Developer,7.660078116466818,1,Entry-Level,0,0,1
SAP Developer,6.689905850295865,1,Entry-Level,1,0,1
SAP Developer,3.6444153065871836,1,Entry-Level,1,0,0
SAP Developer,2.761071951346859,1,Entry-Level,0,0,0
SAP Developer,11.194938656081415,2,Senior-Level,3,0,3
SAP Developer,5.574155532373773,1,Entry-Level,1,1,1
SAP Developer,7.660078116466818,1,Entry-Level,0,0,1
SAP Developer,6.689905850295865,1,Entry-Level,1,0,1
SAP Developer,3.6444153065871836,1,Entry-Level,1,0,0
SAP Developer,2.761071951346859,1,Entry-Level,0,0,0
SAP Developer,11.194938656081415,2,Senior-Level,3,0,3
Automation Testing,2.0,1,Entry-Level,1,1,1
Automation Testing,9.0,2,Senior-Level,2,3,1
Automation Testing,3.860968524569258,1,Entry-Level,0,0,0
Automation Testing,10.83065882580728,2,Senior-Level,4,0,1
Automation Testing,2.5876673508477595,1,Entry-Level,0,2,1
Automation Testing,8.240740575255384,1,Entry-Level,2,0,0
Automation Testing,3.321288618446812,1,Entry-Level,0,0,0
Automation Testing,10.83065882580728,2,Senior-Level,4,0,1
Automation Testing,2.5876673508477595,1,Entry-Level,0,2,1
Automation Testing,10.83065882580728,2,Senior-Level,4,0,1
Automation Testing,2.5876673508477595,1,Entry-Level,0,2,1
Automation Testing,10.83065882580728,2,Senior-Level,4,0,1
Automation Testing,2.5876673508477595,1,Entry-Level,0,2,1
Automation Testing,2.0,1,Entry-Level,1,1,1
Automation Testing,9.0,2,Senior-Level,2,3,1
Automation Testing,3.860968524569258,1,Entry-Level,0,0,0
Automation Testing,10.83065882580728,2,Senior-Level,4,0,1
Automation Testing,2.5876673508477595,1,Entry-Level,0,2,1
Automation Testing,8.240740575255384,1,Entry-Level,2,0,0
Automation Testing,3.321288618446812,1,Entry-Level,0,0,0
Automation Testing,10.83065882580728,2,Senior-Level,4,0,1
Automation Testing,2.5876673508477595,1,Entry-Level,0,2,1
Automation Testing,10.83065882580728,2,Senior-Level,4,0,1
